Number,Program Title,Program Type,Program Genre,Network,First Air Month,First Air Day,First Air Year,Last Air Month,Last Air Day,Last Air Year,Program Description
3377, The Hardy Boys and the Mystery of the Applegate Treasure. ,Serial, Mystery, ABC,,,1957,,,," The setting is the small town of Bayport, Massachusetts. At 8966 Elm Street live Frank and Joe Hardy, the sons of private detective Fenton Hardy. Fenton, a widower, and his sons are cared for by Fenton's sister, Gertrude Hardy. Frank and Joe idolize their father and hope to one day become detectives. Fenton spends much time working in the city and is rarely home. Thus, the opportunity for the boys to work on a case never arises. Frank and Joe think it is just going to be another dull summer until Joe's girlfriend, lola Morton, stumbles upon a real mystery and involves the three in a dangerous quest to solve ""The Mystery of the Applegate Treasure."" lola is young and very pretty and yearns for a life of excitement like Frank and Joe. The mystery beginswhen lola and a new boy in town. Perry Robinson bump into each other. They are both knocked to the ground and the contents of lola's purse are scattered about. lola gathers her belongings and leaves. As Perry picks himself up, he realizes that something of his is missing, and he believes lola accidentally took it. Moments later someone throws a canvas bag over lola and steals her purse. Her screams for help bring Joe to her aide; Frank follows shortly after with her purse (which he found lying on the sidewalk). When lola checks her purse and finds nothing is missing, they begin to wonder why someone would steal lola's purse and not take anything. Their investigation begins with Perry, whom they find working for Silas Applegate, the old man who lives in a rundown mansion. Perry tells them that he mugged lola in order to get back a gold coin he found while digging up weeds on the estate. Joe and Frank discover that the 1803 coin is a doubloon (pirates' gold) and is linked to stories about the mysterious Applegate treasure. From Silas they learn that the legend began during the War of 1812 when Silas's great-grandfather. Colonel Nathaniel Applegate, received 3,000 gold coins from the pirate Jean Laffite in payment for unspecified damages. The gold was placed in a treasure chest and passed down as the Applegate legacy. But ten years ago it was stolen. By whom is the question and the mystery Frank, Joe and lola set out to solve. Aired as a segment of The Mickey Mouse Club. Theme: ""Gold Doubloons and Pieces of Eight,"" by George Bruns and Jackson Gillis. Cast: Tim Considine {Frank Hardy), Tommy Kirk {Joe Hardy), Russ Conway {Fenton Hardy), Carole Ann Campbell {lola Morton), Sarah Selby {Gertrude Hardy), Florenz Ames {Silas Applegate), Robert Foulk {Jackley), Donald MacDonald {Perry Robinson). "
3378, The Hardy Boys and the Mystery of Ghost Farm. ,Serial, Mystery, ABC,,,1957,,,," A sequel to the prior title. The story, set in the town of Bayport, follows the efforts of amateur sleuths Joe and Frank Hardy, the sons of detective Fenton Hardy, to solve the baffling mystery of a farm that is supposedly haunted by a ghost. Aired as a segment of The Mickey Mouse Club. lola Morton is Frank's friend; Gertrude Hardy is Fenton's sister. Cast: Tim Considine {Joe Hardy), Tommy Kirk {Frank Hardy), Russ Conway {Fenton Hardy), Carole Ann Campbell {lola Morton), Sarah Selby {Gertrude Hardy). "
3424, Hawkey e and the Last of the Mohicans. ,Series, Adventure, Syn.,,,1957,,,," The series is set during the 1750s. The founding and growth of America is seen through the adventures of Nathaniel ""Natty"" Bumpo, a fur trader and pioneer who is known as Hawkeye, ""The First of the Long Rifles,"" and his blood brother, Chingachgook, the last chief of the Mohican tribe. Stories relate their experiences as they assist pioneers and battle the constant Huron uprisings as scouts for the U.S. Cavalry. Hawkeye's real name is also listed in some sources as Nat Cutler. Based on characters created by James Fennimore Cooper. A narrator opens the show: ""The immortal pen of James Fennimore Cooper brings you thrilling tales of excitement; blazing action on the early American frontier. Stirring adventures filled with the daring and courage of Hawkeye, first of the long rifles, and his blood brother, Chingachgook, last of the Mohicans."" Cast: John Hart {Hawkeye), Lon Chaney, Jr. { Chingachgook) . "
3481, The Helen O'Connell Show. ,Series, Variety, NBC,,,1957,,,," A twice-weekly summer series of music and songs with singer Helen O'Connell as the host. The series ran from May 29, 1957 to September 6, 1957. Hostess: Helen O'Connell. Orchestra: David Rose. "
3537, Hey Mack. ,Pilot, Comedy, CBS,4,26,1957,,,," A proposed spin-olF from The Schlitz Playhouse of Stars about Conal F. McConnell, an easy-going widower with a teenage daughter (Sharon) who runs the Fisherman's Bend Hotel and Sportsman's Lodge in Northern California. The unsold series was tofocus on the changes that occur in Conal's life when a pretty widow (Carla) with a spoiled son (Greg) arrive and Conal and Carla fall in love. Cast: Gary Merrill {Conal F. McConnell), Sue George {Sharon McConnell), Marion Marsh {Carla Winthrop), Gordon Gebert {Greg Winthrop), Vito Scotti {Bennie). "
3550, Hidden Treasure. ,Series, Game, Syn.,,,1957,,,," Two contestants compete. Clues to a hidden merchandise prize are presented in the form of musical questions that contain similar words. The players have determine which is the correct usage of the word (for example, ""padded"" or ""added""; ""sitter"" or ""setter""). Each correct response reveals a clue and the first player to piece together the clues and identify the hidden treasure receives it as his prize. Host: Robert Q. Lewis. Vocalists: Russell Arms, Judy Johnson, Richard Hayes, Eve DeLuca. Trumpet Soloist: Bobby Hackett. "
3562, High Low Quiz. ,Series, Game, NBC,,,1957,,,," The object calls for a contestant to challenge a panel of three experts by offering to answer one or more parts of questions containing several segments. A player has to match the panelist claiming to have the most answers (High) or the one with the fewest (Low). If the player matches the High expert, he receives $1500; if he matches the Low expert he wins $1000. Failure to match either High or Low results in the loss of everything and a new challenger is introduced. Host: Jack Barry. Panelists: Burl Ives, Walter Slezak, Patricia Medina. "
3618, Hold That Note. ,Series, Game, NBC,,,1957,,,, The object calls for players to identify song titles as fast as possible and in as few notes as possible. The first player to identify three tunes wins a round and money. The player with the most winsis the overall champion and keeps what money he has accumulated. Host: Bert Parks. Announcer: Johnny Olsen. 
3983, It's a Hit. ,Series, Game, ABC,,,1957,,,," Two teams of children, aged seven to fourteen, compete in a series of question-and-answer rounds based on subjects the contestants are studying in school. Points are scored for each correct answer and prizes are awarded to the highest scoring teams. Host: Happy Felton. Regulars: Jack Norwine, Al Chotin, George Able. "
3987, It's a Small World. ,Pilot, Comedy, Syn.,4,,1957,,,," The pilot film for Leave It to Beaver. The story of Wally and Beaver Cleaver, two young brothers, and their experiences growing up in a small American town. In the pilot episode, the boys set out to collect one thousand Franklin Milk Company bottle caps to win a free bicycle. Despite reviewers' objections that It's a Small Worldy^as ""horribly juvenile,"" it did go on to launch the now classic ""Beaver"" series. Originally titled Wally and the Beaver. Broadcast as a segment of Studio '57Other Regulars: Ward and June, the boys' parents; Mr. Baxter, Ward's boss; and Frankie, Wally's friend. Cast: Barbara BiUingsley {June Cleaver), Casey Adams {Ward Cleaver), Jerry Mathers {Beaver Cleaver), Paul Sullivan {Wally Cleaver), Richard Deacon {Mr. Baxter), Harry Shearer {Frankie). Guest Cast: Diane Brewster {Miss Simms), Joseph Kearns {Fred Cowley). Note: In the series Tony Dow played Wally; Hugh Beaumont was Ward; Richard Deacon became Fred Rutherford; and Frankie became Eddie Haskell (played by Ken Osmond). "
4014, Ivanhoe. ,Series, Adventure, Syn.,,,1957,,,," England during the 1190s is the setting. Stories, based on characters created by Sir Walter Scott, relate the adventures of Ivanhoe, a young Saxon knight, as he battles the forces of injustice. Cast: Roger Moore {Lvanhoe), Robert Brown {The Monk), Bruce Seton {King Richard), Paul Whitsun {Sir Maverick) , John Pike {Bart). "
4087, Jane Wyman s Summer Playhouse. ,Series, Anthology, CBS,,,1957,,,," The program features rebroadcasts of dramas that originally aired on Fireside Theater wxh actress Jane Wyman as the host. The summer series ran from July 2, 1957 to September 17, 1957. "
4154, The Jimmy Durante Show. ,Series, Variety, CBS,,,1957,,,," A summer program of music and comedy with comedian Jimmy Durante that also features kinescoped highlights of Jimmy's prior series, Texaco Star Theater. The series ran from June 29, 1957 to September 21, 1957 Host: Jimmy Durante. Regulars: Eddie Jackson, Jack Roth, Jules Buffano. Orchestra: Roy Bargy. "
4292, Jungle Boy. ,Series, Adventure, Syn.,,,1957,,,, The shortened title for The Adventures of a Jungle Boy. See this title for information. 
4298, Junior Miss. ,Pilot, Comedy, CBS,12,30,1957,,,," A proposed series about Judy Graves, an imaginative teenage girl with a knack for involving herself in and attempting to solve the problems of others. In the pilot episode, Judy mistakenly believes her father is having an affair with his employer's daughter (Ellen) and sets out to resolve the situation by setting Ellen up with another man _Êî her Uncle Willis. Other Regulars: Judy's parents, Harry and Grace; Judy's sister, Lois; Judy's friend. Puffy; and J.B., Harry's employer. Cast: Carol Lynley {Judy Graves), Don Ameche {Harry Graves), Joan Bennett {Grace Graves), Jill St. John {Lois Graves), Susanne Sidney {Fujfy Adams), David Wayne {Uncle Willis Reynolds), Paul Ford {J.B. Curtis), Diana Linn {Ellen Curtis)."
4353, The Kay Starr Show. ,Series, Variety, Syn.,,,1957,,,, Singer Kay Starr hosts a weekly program of music and songs that also feature the crooning of her weekly guests. Pete King and His Orchestra provide the musical backing. 
4380, Key Club Playhouse. ,Series, Anthology, ABC,,,1957,,,," Rebroadcasts of dramas that were originally seen on Ford Theater. See this title for information. The series ran from May 31, 1957 to October 11, 1957. "
4435, The Kingdom of the Sea. ,Series, Documentary, Syn.,,,1957,,,, Robert J. Stevenson hosts and narrates films that explore the seas and oceans of the world. 
4821, The Lonely Wizard. ,Pilot, Drama, CBS,11,15,1957,,,," The pilot episode for an untitled anthology series from Revue Productions. ""The Lonely Wizard"" tells the story of Charles Steinmetz, a brilliant electronics engineer who preferred to work in isolation. Broadcast as a segment of Schlitz Playhouse of Stars. Cast: Rod Steiger {Charles Steinmetz), Diane Brewster {Marianne), Richard Anderson {Haydn), Fay Roope {Dr. Elliott), Kevin Hagen {Jacobi), Tom McKee {Kendall), Elsie Neff {Grandmother), Rene Korper {Charles, age 6). "
4990," Major Adams, Trail Master. ",, Western, ABC,,,1957,,,, The ABC daytime title for Wagon Train with Ward Bond as the star while the series remained first run in prime time. See this title for information. 
5089, The Marge and Gower Champion Show. ,Series, Comedy, CBS,,,1957,,,," Marge and Gower Champion are a real-life husband and wife who are also real-life professional dancers. Stories, based on incidents in their lives, follow their mishaps as they attempt to establish and live a life apart from the hectic demands of show business. Cozy is their friend, a drummer. Cast: Marge Champion (Marge Champion), Gower Champion (Gower Champion), Jack Whiting (Marge's father), Buddy Rich (Cozy), Peg LaCentra (Amanda), Barbara Perry (Miss Weatherly). "
5106, The Marriage Broker. ,Pilot , Comedy-Drama, CBS,6,12,1957,,,," When her husband is stolen by another woman, Mae Sweeney begins a matrimonial bureau to pair off lonely hearts for a fee. The unsold series, based on the 1952 feature film, The Model and the Marriage Broker, was to focus on the changes that occur in the lives of the people Mae matches to each other. Broadcast as a segment of The 20th Century-Fox Hour. Cast: Glenda Farrell {Mae Sweeney). Guest Cast: William Bishop {Matt Hornbeck), Kipp Hamilton {Christina Bradley), Harry Morgan {Mike Feeney), Jesse White {Doberman), Helen Walker {Shirley Larkin), Lee Patrick {Emmie Swasey), Lloyd Corrigan {Captain Sam), Ellen Corby {Minerva Comstock). Parley Baer {George Wixted), Roy Roberts {Don Chancelor). "
5286, Men of Annapolis. ,Series, Anthology, Syn.,,,1957,,,," Dramatizations based on incidents in the training of men attending Annapolis, the U.S. Naval Academy. The midshipmen of Annapolis perform in all stories. Narrator: Art Gilmore. "
